OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
curb,curb_line,transportation,Curb maintained by King County Roads Division,Curb is a concrete border forming part of a gutter along the edge of the street. An extruded curb is ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=curb
cut_pbrs_timber,cut_pbrs_timber_area,natres,King County Public Benefit Rating System and Timberland Current Use Taxation Properties,The Public Benefit Rating System (PBRS) and the Timber Land programs provide incentives to encourage ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=cut_pbrs_timber
dart,dart_area,transportation,King County Metro's Dial-A-Ride Transit (DART),Contains the service areas for Metro's Dial-A-Ride transit service. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=dart
delineator,delineator_point,transportation,Traffic Delineator,Delineators refer to the small reflectors generally elevated on small flexible posts placed alongsid ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=delineator
demographic_base,demographic_base_area,census,2017 Demographic Base,Basic demographics by census tracts in King County based on 2013 - 2017 American Community Survey 5  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=demographic_base
demographic_index,demographic_index_area,census,2017 Consolidated Demographics Index,This layer was originally created to support the STAR Rating System objective EE-4: Equitable Servic ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=demographic_index
designated_centers,designated_centers_point,planning,Centers Designated for Urban and Commercial Land Use in King County,The Multicounty and Countywide Planning Policies guide the development of urban centers; which are p ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=designated_centers
development_condition,development_condition_area,planning,Development Conditions for Unincorporated King County,Development Conditions. Property specific land use regulations that apply conditions to permited dev ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=development_condition
dgm_source,dgm_source_area,survey,Digital Ground Model Data Sources for King County,Digital Ground Model Data Sources for King County and surrounding Kitsap; Island; Pierce; and Snohom ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=dgm_source
dgm_source_current,dgm_source_current_area,survey,Current Digital Ground Model Data Sources for King County,Digital Ground Model Data Sources for King County and surrounding Kitsap; Island; Pierce; and Snohom ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=dgm_source_current
dirdst,dirdst_area,district,Seattle School Board Director Districts,Seattle Public School District director district boundaries. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=dirdst
drainage_complaint,drainage_complaint_area,property,Drainage Complaints,Drainage complaints reported to King County Dept of Natural Resources and Parks; Water and Land Reso ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=drainage_complaint
dstcode,dstcode_area,district,District Codes,A superset of all election levy codes ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=dstcode
emergency_service_network,emergency_service_network_line,transportation,PLIBRARY.TRANSPORTATION.EMERGENCY_SERVICE_NETWORK_LINE,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=emergency_service_network
erode,erode_area,enviro,Erosion Hazards,The Sensitive Ares Ordinance (SAO) defines significant erosion hazard areas as those soils in King C ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=erode
evacuationroutes,evacuationroutes_line,transportation,Evacuation Routes for Green River Valley,Evacuation routes were developed for the potential inundation of the lower; middle; and upper Green  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=evacuationroutes
facility,facility_point,utility,Wastewater Treatment Facilities of King County,All of the manholes; pump stations; regulator stations; and treatment plants involved in conveyance  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=facility
facility_nonrevenue,facility_nonrevenue_point,transportation,Metro Facility Non Revenue in King County,King County Metro transit facilities other than Park and Rides; bus bases; transit centers. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=facility_nonrevenue
facility_revenue,facility_revenue_area,transportation,Metro Facility Revenue in King County,Facility Revenue is a planimetric representation of the bay layout at transit centers ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=facility_revenue
facilityplannerdistrict,facilityplannerdistrict_area,transportation,maint.TRANSIT.FacilityPlannerDistrict_area,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=facilityplannerdistrict
farmers_markets,farmers_markets_point,natres,Farmers Markets in King County,King County Farmer Markets ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=farmers_markets
farmland,farmland_area,natres,Farmland Preservation Program Properties,Properties within the Farmland Preservation Program for which the development rights have been sold  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=farmland
fence,fence_line,transportation,Fence maintained by King County Roads Division,Fence is a structure functioning as a boundary or barrier; usually made of posts; boards; wire or ra ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=fence
firdst,firdst_area,district,Fire Protection Districts of King County,This data layer describes the fire protection districts in King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=firdst
firestn,firestn_point,pubsafe,Fire Station Locations in King County,Point location of fire stations in King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=firestn
flasher,flasher_point,transportation,UnknownTitle0,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=flasher
fldplain_100yr,fldplain_100yr_area,hydro,100 Year Floodplain in King County,100 year floodplain are areas that will be inundated by the flood event having a 1-percent chance of ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=fldplain_100yr
flood_photo,flood_photo_point,hydro,Flood Photos Along Major River Systems,Flood photos taken along major river systems following a flood event. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=flood_photo
floodway,floodway_area,hydro,Floodways in King County,A compilation of best available floodway boundaries. A floodway is the channel of a stream plus any  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=floodway
food_facilities,food_facilities_point,admin,Food Facilites - Multiple Classes - For King County,Unique selection; by food facility name; from the King County Dept of Health Restaurant Inspection d ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=food_facilities
forpddst,forpddst_area,natres,Forest Production Districts,The Comprehensive Plan designates Forest Production Districts where the primary use should be commer ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=forpddst
freeway_speeds_actual,freeway_speeds_actual_point,transportation,Speeds (Actual) Collected from KC Transit Access Vans on Freeways and Major Highways,Analysis of actual weekday vehicle speeds along the major highway and freeway corridors within the K ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=freeway_speeds_actual
gutter,gutter_line,transportation,Gutter maintained by King County Roads Division,Gutter is a channel for draining off water at the edge of a roadway; or on the roadway. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=gutter
gwma,gwma_area,planning,UnknownTitle0,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=gwma
gwsource,gwsource_point,hydro,Groundwater Sources,Locations of groundwater sources organized into 3 categories (as defined by the attribute SRC_TYPE)  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=gwsource
headwall,headwall_point,transportation,Headwall maintained by King County Roads Division,Headwall is a wall of masonry or concrete built at the outlet of a drainpipe or culvert with the end ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=headwall
heritage_corridors,heritage_corridors_line,transportation,Heritage Corridors,Roads in Unincorporated King County identified; studied and selected that still possessed the highes ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=heritage_corridors
hospitals,hospitals_point,pubsafe,Acute Service Hospitals in King County,Acute services (Trauma) hospitals in King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=hospitals
hspdst,hspdst_area,district,Hospital Districts,Hospital districts in King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=hspdst
hydrogauge,hydrogauge_point,hydro,King County Hydrological Monitoring Gauges,This dataset shows the locations of King County maintained hydrological gauges from 1994 to the pres ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=hydrogauge
idxp7500,idxp7500_area,survey,IDXP7500 - 7500-ft Tiling Index for King County Raster Data,A spatial tiling index designed for storage of file-based image and other raster (i.e.; LiDAR elevat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=idxp7500
idxptrmbr,idxptrmbr_area,survey,IDXPTRMBR - Township Tiling Index for King County Raster Data,A spatial tiling index designed for storage of file-based image and other raster (i.e.; LiDAR elevat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=idxptrmbr
iwpermits,iwpermits_point,utility,Industrial Waste Permits for KC-WTD Service Area,All active dischargers that generate and dispose of industrial wastewater to the King County sewer s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=iwpermits
jerseybarrier,jerseybarrier_line,transportation,Jersey Barrier maintained by King County Roads Division,A Jersey barrier or Jersey wall is a modular concrete or plastic barrier employed to separate lanes  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=jerseybarrier
juddst,juddst_area,district,District Court of King County,District court divisions of King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=juddst
kcaddrgrid,kcaddrgrid_line,transportation,Addressing Grid Reference for King County,Provides the street number corresponding to various State Plane based linear features (section lines ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kcaddrgrid
kccdst,kccdst_area,district,Metropolitan King County Council,Shows the current Metropolitan King County Council District boundaries. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kccdst
kcp_loc,kcp_loc_point,pubsafe,Police Station Locations in King County,Police station locations in King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kcp_loc
kcwhpa_10yr,kcwhpa_10yr_area,utility,Wellhead Protection Areas - Ten Year Time of Travel,Wellhead Protection Areas "Time of Travel" for Group A Wells - the area where contamination can flow ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kcwhpa_10yr
kcwhpa_1yr,kcwhpa_1yr_area,utility,Wellhead Protection Areas - One Year Time of Travel,Wellhead Protection Areas "Time of Travel" for Group A Wells - the area where contamination can flow ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kcwhpa_1yr
kcwhpa_5yr,kcwhpa_5yr_area,utility,Wellhead Protection Areas - Five Year Time of Travel,Wellhead Protection Areas "Time of Travel" for Group A Wells - the area where contamination can flow ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kcwhpa_5yr
kcwhpa_6mo,kcwhpa_6mo_area,utility,Wellhead Protection Areas - Six Month Time of Travel,Wellhead Protection Areas "Time of Travel" for Group A Wells - the area where contamination can flow ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kcwhpa_6mo
kingco,kingco_area,politicl,King County Political Boundary (no waterbodies),King County Political Boundary extracted from WASHCO_AREA. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kingco
kingsh,kingsh_area,politicl,King County with Natural Shoreline for Puget Sound and Lake Washington,County boundaries for King County; with Puget Sound and Lake Washington removed; showing coastal sho ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=kingsh
lake_buoy,lake_buoy_point,hydro,King County Lake Monitoring Buoys,This dataset has lake buoy locations of currently active and inactive profiling buoys and surface me ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lake_buoy
landmark,landmark_point,transportation,King County Landmarks,Key landmarks within King County categorized into several major classes including but not limited to ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=landmark
landmark_alias,landmark_alias,transportation,UnknownTitle0,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=landmark_alias
landslide_buffer,landslide_buffer_area,enviro,Potential landslide hazard areas 50-foot buffer 2016,This area is within 50 feet of a potential landslide hazard area.http://www.kingcounty.gov/~/media/o ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=landslide_buffer
landslide_hazard,landslide_hazard_area,enviro,Potential landslide hazard areas 2016,This area has been categorized as a potential landslide hazard area. The map does not purport to ide ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=landslide_hazard
landuse_kc_consol_20,landuse_kc_consol_20_area,planning,Comprehensive Plan Land Use Designations for King County - 20 Categories,Comprehensive plan land use compiled from jurisdictions within King County. Landuse categories conso ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=landuse_kc_consol_20
legdst,legdst_area,district,Washington State Legislative Districts in King County,Depicts boundaries of the legislative districts in King County after the 2012 redistricting. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=legdst
libdst,libdst_area,district,Rural Library District,Rural library district boundaries within King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=libdst
lidar_2016_groundcheck,lidar_2016_groundcheck_point,survey,RTK Ground Check Points for 2016 King County/Puget Sound Lidar Consortium Lidar Project,RTK ground check points are used to assess the vertical accuracy of the LiDAR data. Data was process ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lidar_2016_groundcheck
lidar_2016_groundcontrol,lidar_2016_groundcontrol_point,survey,RTK Ground Control Points for 2016 King County/Puget Sound Lidar Consortium Lidar Project,RTK (real time kinematic) ground control points collected for the PSLC King County Delivery Lidar da ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lidar_2016_groundcontrol
lidar_2016_groundctlmon,lidar_2016_groundctlmon_point,survey,Ground Control Monuments for 2016 King County/Puget Sound Lidar Consortium Lidar Project,All ground control monuments utilized for the PSLC King County Lidar dataset. Ground control monumen ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lidar_2016_groundctlmon
lidar_2016_sbet,lidar_2016_sbet_point,survey,2016 Lidar Project - SBET - Sensor Location; Time and Date,Simplified 2016 King County Lidar Project SBET data. SBET means Smoothed Best Estimate of Trajectory ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lidar_2016_sbet
lifeline_route,lifeline_route_line,transportation,PLIBRARY.TRANSPORTATION.xxxx1179037,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lifeline_route
lsr_ds_closeddepressions,lsr_ds_closeddepressions_area,enviro,Landslide Hazards along River Corridors - Closed depressions (where water may pond),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_closeddepressions
lsr_ds_headscarpflank,lsr_ds_headscarpflank_area,enviro,Landslide Hazards along River Corridors - Headscarp and flanks (steep slopes on top and side of a slide),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_headscarpflank
lsr_ds_landslidebody,lsr_ds_landslidebody_area,enviro,Landslide Hazards along River Corridors - Landslide body (where debris from a slide has been deposited),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_landslidebody
lsr_ds_landslideoutline,lsr_ds_landslideoutline_area,enviro,Landslide Hazards along River Corridors - Landslide outline (polygon contains all features of a  deep-seated landslide),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_landslideoutline
lsr_ds_pondedwater,lsr_ds_pondedwater_area,enviro,Landslide Hazards along River Corridors - Ponded water,Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_pondedwater
lsr_ds_toeofslidealongriver,lsr_ds_toeofslidealongriver_line,enviro,Landslide Hazards along River Corridors - Toe of landslide along river (where bottom of slide is likely subject to erosion by a river),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_toeofslidealongriver
lsr_ds_topofinternalscarp,lsr_ds_topofinternalscarp_line,enviro,Landslide Hazards along River Corridors - Top of internal landslides (steep slopes on top of a smaller slide within a larger slide),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_topofinternalscarp
lsr_ds_topofmainscarp,lsr_ds_topofmainscarp_line,enviro,Landslide Hazards along River Corridors - Top of main landslide (steep slopes on top of a slide),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_topofmainscarp
lsr_ds_watercourses,lsr_ds_watercourses_line,enviro,Landslide Hazards along River Corridors - Watercourses (paths where water can travel downslope),Where fluvial or coastal erosion has created steep; high slopes in glacial sediments; these slopes s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_ds_watercourses
lsr_f_alpinefanlesslikelydf,lsr_f_alpinefanlesslikelydf_area,enviro,Landslide Hazards along River Corridors - Alpine fans less likely subject to debris flows,Depositional fans are formed when sediment moving down a steep channel is deposited where the channe ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_f_alpinefanlesslikelydf
lsr_f_alpinefanmorelikelydf,lsr_f_alpinefanmorelikelydf_area,enviro,Landslide Hazards along River Corridors - Alpine fans more likely subject to debris flows,Depositional fans are formed when sediment moving down a steep channel is deposited where the channe ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_f_alpinefanmorelikelydf
lsr_f_lowlandfans,lsr_f_lowlandfans_area,enviro,Landslide Hazards along River Corridors - Lowland fans,Depositional fans are formed when sediment moving down a steep channel is deposited where the channe ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_f_lowlandfans
lsr_historicallandslides,lsr_historicallandslides_point,enviro,Landslide Hazards along River Corridors - Historical Landslides,This layer refers to recorded historical landslides (landslides that have happened) within the river ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_historicallandslides
lsr_rf_rockavalanchedeposit,lsr_rf_rockavalanchedeposit_area,enviro,Landslide Hazards along River Corridors - Rock avalanche deposit,Rock avalanche is a style of landslide characterized by the simultaneous failure of an entire bedroc ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_rf_rockavalanchedeposit
lsr_rf_rockfallpotential,lsr_rf_rockfallpotential_area,enviro,Landslide Hazards along River Corridors - Rock fall potential,Rock fall is a type of landslide that occurs in bedrock where single or multiple rocks are dislodged ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_rf_rockfallpotential
lsr_sds_modhazpot,lsr_sds_modhazpot_area,enviro,Landslide Hazards along River Corridors - Shallow Debris Slides Moderate Hazard Potential,Shallow debris slides are a common style of slope movement both in the Puget Lowland and Cascade Mou ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_sds_modhazpot
lsr_sds_sevhazpot,lsr_sds_sevhazpot_area,enviro,Landslide Hazards along River Corridors - Shallow Debris Slides Severe Hazard Potential,Shallow debris slides are a common style of slope movement both in the Puget Lowland and Cascade Mou ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_sds_sevhazpot
lsr_studylimits,lsr_studylimits_area,enviro,Landslide Hazards along River Corridors - River Corridor Study Limits,This layer refers to the study limits for mapping of landslide hazards within the river corridors (C ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lsr_studylimits
marijuana_location,marijuana_location_point,pubsafe,Marijuana Producers; Processors and Retailers in King County,Marijuana locations are needed for legal buffer distances from restricted sites such as schools and  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=marijuana_location
medical_facilities,medical_facilities_point,pubsafe,Medical Facilities including Hospitals,Subset of COMMON_INTEREST_POINT for Hospitals and Medical Centers class (domain). Includes hospitals ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=medical_facilities
mowableslope,mowableslope_line,transportation,Mowable Slope maintained by King County Roads Division,Mowable slope is a green slope of grass or vegetation located between the roadway curb (or road surf ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mowableslope
ms1dst,ms1dst_area,district,Miscellaneous 1 Districts,Proposed electoral districts and other miscellaneous districts. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ms1dst
mtpeaks,mtpeaks_point,topo,Mountain Peaks with Elevations,Mountain peaks and other significant topographic features; with elevations; for King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mtpeaks
mun_wshd,mun_wshd_area,hydro,Municipal Watersheds in King County,Municipal Watersheds for King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mun_wshd
mundst,mundst_area,district,Municipal Districts,Municipal corporation districts for election purposes ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mundst
neighborhood,neighborhood_area,transportation,Metro Neighborhoods in King County,Neighborhood boundaries within King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=neighborhood
neighborhood_centers,neighborhood_centers_point,transportation,King County Neighborhood Centers in King County,Location of the central business district within the neighborhood polygons of nhood. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=neighborhood_centers
noise_contours_1db,noise_contours_1db_area,enviro,Noise Contours (One Decibel) for King County International Airport,Noise contours are based on noise and contour modeling. Contour modeling is a very key element of th ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=noise_contours_1db
noxiousweeddata,noxiousweeddata_point,enviro,Noxious Weeds Survey Sitings,King County Dept of Natural Resources and Parks; Water and Land Resources Division Noxious Weeds Con ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=noxiousweeddata
oblique_image07,oblique_image07_area,survey,Index to 2007 Pictometry oblique images,Index to 2007 Pictometry oblique images that are part of the vertical/oblique library. Includes info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=oblique_image07
oblique_image09,oblique_image09_area,survey,Index to 2009 Pictometry oblique images,Index to 2009 Pictometry oblique images that are part of the vertical/oblique library. Includes info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=oblique_image09
oblique_image11,oblique_image11_area,survey,Index to 2011 Pictometry oblique images,Index to 2011 Pictometry oblique images that are part of the vertical/oblique library. Includes info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=oblique_image11
oblique_image13,oblique_image13_area,survey,Index to 2013 Pictometry oblique images,Index to 2013 Pictometry oblique images that are part of the vertical/oblique library. Includes info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=oblique_image13
oblique_image15,oblique_image15_area,survey,Index to 2015 Pictometry oblique images,Index to 2015 Pictometry oblique images that are part of the vertical/oblique library. Includes info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=oblique_image15
oblique_image17,oblique_image17_area,survey,Index to 2017 Pictometry oblique images,Index to 2017 Pictometry oblique images that are part of the vertical/oblique library. Includes info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=oblique_image17
obs_basepoints,obs_basepoints_point,transportation,maint.TRANSIT.OBS_BASEPOINTS,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=obs_basepoints
orca_passport_zones,orca_passport_zones_area,transportation,King County Metro ORCA Passport Zone ,This is a polygon featureclass that denotes various ORCA card pricing zones across Snohomish; King a ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=orca_passport_zones
ortho_image07,ortho_image07_area,survey,Index to 2007 Pictometry vertical (nadir) images,Index to 2007 Pictometry vertical (nadir) images that are part of the vertical/oblique library. Incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image07
ortho_image09,ortho_image09_area,survey,Index to 2009 Pictometry vertical (nadir) images,Index to 2009 Pictometry vertical (nadir) images that are part of the vertical/oblique library. Incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image09
ortho_image10,ortho_image10_point,survey,Photo Centers for 2010 King County OrthoImagery Project,Photo centers with time and date for 2010 King County orthoimagery project ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image10
ortho_image11,ortho_image11_area,survey,Index to 2011 Pictometry nadir images,Index to 2011 Pictometry vertical (nadir) images that are part of the vertical/oblique library. Incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image11
ortho_image12,ortho_image12_point,survey,Photo Center Index to 2012 Regional Aerial Mapping Project Imagery,Spatial index to photo centers for multi-county 2012 Aerial Mapping Project; a 53 member consortium  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image12
ortho_image13,ortho_image13_area,survey,Index to 2013 Pictometry nadir images,Index to 2013 Pictometry vertical (nadir) images that are part of the vertical/oblique library. Incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image13
ortho_image15,ortho_image15_area,survey,Index to 2015 Pictometry nadir images,Index to 2015 Pictometry vertical (nadir) images that are part of the vertical/oblique library. Incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image15
ortho_image15c,ortho_image15c_point,survey,Photo Center Index to 2015 Regional Aerials (City Consortium) Project,Spatial index to photo centers for multi-county 2015 Aerial Mapping Project; a 88 member consortium  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image15c
ortho_image17,ortho_image17_area,survey,Index to 2017 Pictometry nadir images,Index to 2017 Pictometry vertical (nadir) images that are part of the vertical/oblique library. Incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image17
