excise_tax_nbr,major,minor,sale_date,sale_month,sale_year,sale_price,year_built,year_renovated,lon,lat
2912774,540160,285,2018-01-29,1,2018,250000,1908,0,-122.2334289,47.3089731
2945301,886400,425,2018-07-25,7,2018,395000,1944,0,-122.2899753,47.4806557
2924475,29300,240,2018-04-10,4,2018,620000,1948,0,-122.3769628,47.5325764
2964323,552540,570,2018-11-27,11,2018,878000,1989,0,-122.1612706,47.529006
2966040,750405,120,2018-12-04,12,2018,799000,1990,0,-122.0545959,47.6404102
2950582,537980,4626,2018-08-15,8,2018,480000,1967,0,-122.2708541,47.4504436
2956614,172505,9165,2018-10-02,10,2018,1008000,1951,0,-122.1919074,47.6608672
2940497,752370,790,2018-06-19,6,2018,320000,1958,0,-122.3044998,47.3775668
2957458,412700,267,2018-09-25,9,2018,525000,1996,0,-122.0381644,47.3686458
2966877,192200,50,2018-12-05,12,2018,2500000,1972,0,-122.2111245,47.5578823
2935976,98500,531,2018-06-11,6,2018,345000,1933,0,-122.3075842,47.49589779999999
2957260,178760,151,2018-09-19,9,2018,485000,1951,0,-122.3251995,47.7256179
2928522,734660,235,2018-05-01,5,2018,180000,1948,0,-122.2925122,47.4840088
2925022,935290,895,2018-04-11,4,2018,310000,1919,0,-122.3588727,47.5184831
2953478,788830,250,2018-09-11,9,2018,375000,1962,0,-122.3097283,47.36450230000001
2939294,916110,550,2018-06-21,6,2018,972000,2001,0,-122.3951674,47.567412
2929809,335440,122,2018-05-09,5,2018,312000,1959,0,-122.23405,47.265668
2932313,312604,9439,2018-05-11,5,2018,515000,2004,0,-122.3416555,47.6967614
2921925,511140,145,2018-03-30,3,2018,594000,1964,0,-122.0484615,47.4221369
2940956,602150,25,2018-07-09,7,2018,879000,1940,0,-122.3824725,47.6902267
2953305,501700,110,2018-09-11,9,2018,850000,1986,0,-122.2901926,47.6279467
2959399,30600,70,2018-10-03,10,2018,640000,1928,0,-122.348716,47.7012558
2958275,276830,770,2018-10-19,10,2018,850000,1927,0,-122.3725946,47.6669616
2934791,681100,260,2018-06-05,6,2018,735000,1968,0,-122.1082423,47.6296528
2951592,869860,225,2018-09-04,9,2018,265000,1910,0,-122.2202939,47.3068099
2955619,550000,30,2018-09-20,9,2018,674900,1965,0,-122.373276,47.7771394
2950408,132170,740,2018-08-27,8,2018,400000,1989,0,-122.3447158,47.2926763
2957623,414180,305,2018-10-11,10,2018,1635000,1949,1998,-122.2867884,47.61438589999999
2964395,762570,2690,2018-11-27,11,2018,785000,1917,0,-122.3840533,47.54931699999999
2964395,762570,2690,2018-11-27,11,2018,785000,1970,2017,-122.3840533,47.54931699999999
2967570,424940,150,2018-12-06,12,2018,675001,1998,0,-122.164156,47.772018
2930446,334390,1234,2018-05-10,5,2018,541000,1961,0,-122.1890944,47.5089331
2950686,869560,125,2018-08-23,8,2018,333000,1953,0,-122.2169788,47.2938958
2924514,379770,200,2018-04-12,4,2018,275000,1989,0,-122.1998713,47.4192816
2946939,357530,2559,2018-08-07,8,2018,575000,1975,0,-122.0637315,47.6186048
2930870,82405,9163,2018-05-15,5,2018,1600000,1951,2002,-122.1969512,47.58348300000001
2913866,22305,9053,2018-02-06,2,2018,200000,1912,0,-122.134875,47.5131119
2966148,176060,134,2018-12-04,12,2018,480000,1983,0,-122.3251321,47.4708194
2959319,143240,250,2018-10-24,10,2018,290000,1958,0,-122.1772502,47.4491442
2943615,334740,245,2018-07-17,7,2018,370000,1906,0,-122.2804434,47.4970294
2933764,890100,1561,2018-05-24,5,2018,785000,2001,0,-122.3037334,47.7100707
2950356,779200,155,2018-08-29,8,2018,479000,1960,0,-121.9660465,47.1976931
2965821,923850,330,2018-12-07,12,2018,680000,1967,0,-122.1402384,47.7735807
2957301,322205,9018,2018-10-05,10,2018,155000,1954,0,-122.1962516,47.3513527
2964497,53800,400,2018-11-27,11,2018,430000,1998,0,-122.0240969,47.3541148
2959452,375160,6611,2018-10-15,10,2018,430000,1962,0,-122.2657112,47.2736876
2959062,405820,360,2018-10-17,10,2018,565000,1952,0,-122.2310795,47.5048509
2964598,425400,490,2018-11-27,11,2018,638000,1997,0,-121.9567061,47.7355357
2952726,249320,185,2018-09-12,9,2018,920000,2003,0,-122.3844229,47.5277316
2919826,323510,95,2018-02-27,2,2018,878343,1948,0,-122.3210428,47.766039
2966861,926494,600,2018-12-17,12,2018,350000,1987,0,-122.352751,47.307775
2942588,362603,9412,2018-07-09,7,2018,650000,2004,0,-122.35737,47.702835
2967893,614360,579,2018-12-11,12,2018,400000,1963,0,-122.2838838,47.3075138
2962645,524980,2057,2018-10-23,10,2018,975000,2009,0,-122.2754972,47.5681368
2962645,524980,2057,2018-10-23,10,2018,975000,1947,0,-122.2754972,47.5681368
2968351,68620,360,2018-12-22,12,2018,1097800,1964,0,-122.1159694,47.626319
2933549,254570,250,2018-05-15,5,2018,784500,1939,0,-122.2963191,47.6922015
2942277,408380,490,2018-07-09,7,2018,600000,1906,0,-122.338246,47.664807
2960288,92504,9309,2018-10-19,10,2018,900000,1927,0,-122.3004016,47.6747654
2958121,865390,240,2018-10-15,10,2018,899000,1995,0,-122.0362279,47.5859994
2964254,387631,2820,2018-11-21,11,2018,630000,1976,0,-122.1726518,47.735483
2932592,563150,964,2018-05-16,5,2018,865022,2005,0,-122.2297941,47.7454009
2951493,678970,120,2018-08-28,8,2018,1025000,1972,0,-122.1755848,47.6454369
2966884,864990,430,2018-11-29,11,2018,900000,1991,0,-122.0286395,47.58166019999999
2968066,929510,170,2018-12-14,12,2018,830000,2003,0,-122.2284608,47.7645451
2951345,954280,1020,2018-08-31,8,2018,285000,1977,0,-122.3723918,47.3040228
2930408,421740,2035,2018-05-11,5,2018,7400000,2009,0,-122.2772197,47.6522393
2934975,362105,9012,2018-05-30,5,2018,610000,1914,0,-122.11613,47.258017
2961948,154580,920,2018-11-08,11,2018,315000,1958,0,-122.0537264,47.3627712
2967071,339580,760,2018-12-17,12,2018,230000,1952,0,-122.33945370000001,47.4819739
2962839,195442,400,2018-11-16,11,2018,592000,1987,0,-122.0441627,47.6173562
2925358,549440,150,2018-04-10,4,2018,4050000,1975,0,-122.2153742,47.6071658
2937388,346880,150,2018-06-19,6,2018,456000,1919,0,-122.3201756,47.5410749
2920981,732860,70,2018-03-21,3,2018,485000,2005,0,-122.2098463,47.3297281
2940957,51000,2506,2018-07-06,7,2018,795800,2003,0,-122.3334757,47.66071090000001
2947626,152505,9237,2018-08-10,8,2018,2565000,2004,0,-122.1639552,47.648822
2968434,242006,9180,2018-12-20,12,2018,317000,1914,0,-121.9905913,47.208268
2933285,342204,9108,2018-05-16,5,2018,720000,1948,1994,-122.2835293,47.3549949
2961256,403910,280,2018-10-29,10,2018,875000,1963,0,-122.1129108,47.6193225
2944255,392090,185,2018-07-25,7,2018,350000,1944,0,-122.2183113,47.29500770000001
2966452,124150,227,2018-12-03,12,2018,750000,1949,0,-122.1690328,47.6671341
2927064,85000,445,2018-04-26,4,2018,800000,1913,0,-122.3522401,47.6634202
2923742,675130,505,2018-04-02,4,2018,768000,1956,0,-122.1321575,47.5874475
2967511,894431,170,2018-12-14,12,2018,539000,1989,0,-122.1595514,47.7215511
2923661,510453,1710,2018-04-04,4,2018,650000,2006,0,-122.002815,47.3548378
2958044,797990,430,2018-10-15,10,2018,925000,1950,1992,-122.2916308,47.7439285
2946123,954180,110,2018-08-03,8,2018,1025000,1958,0,-122.1749591,47.58981989999999
2958775,281060,205,2018-10-16,10,2018,660000,1925,0,-122.3903243,47.5425453
2944227,60300,295,2018-07-19,7,2018,370000,1939,0,-122.2857043,47.5202225
2951939,683770,36,2018-08-30,8,2018,1071500,1908,0,-122.3831244,47.5836312
2968418,72306,9099,2018-12-22,12,2018,850000,2004,0,-122.0910394,47.49363899999999
2968970,611750,1875,2018-12-26,12,2018,640000,1975,0,-122.3493131,47.4414252
2939834,612360,170,2018-06-18,6,2018,431000,1953,2018,-122.3338976,47.4237191
2936166,354790,320,2018-06-07,6,2018,1075000,1919,0,-122.391522,47.634845
2935819,662610,130,2018-06-08,6,2018,975000,1992,0,-122.0697972,47.7649423
2937179,712930,1900,2018-06-19,6,2018,770000,1919,0,-122.2539056,47.5142465
2939045,327692,430,2018-06-19,6,2018,1225000,1989,0,-121.9904678,47.5838092
2963235,152308,9201,2018-11-19,11,2018,425000,1981,0,-121.7714601,47.4722901
2968394,152308,9153,2018-12-24,12,2018,575000,1928,0,-121.7794608,47.4718307
2938518,720532,190,2018-06-26,6,2018,547000,1972,0,-122.3373012,47.33447169999999
2963718,569400,766,2018-11-20,11,2018,800000,2002,0,-122.3488979,47.6597219
2941762,946820,116,2018-07-06,7,2018,1175000,1906,0,-122.3532782,47.678558
2927770,713130,25,2018-04-23,4,2018,350000,1916,0,-122.2686162,47.5165891
2927986,713790,160,2018-04-19,4,2018,332500,1983,0,-122.17614,47.3164923
2966801,352890,100,2018-12-07,12,2018,2190000,2018,0,-122.3499595,47.6419278
2931927,632100,175,2018-05-14,5,2018,815000,1906,0,-122.2848764,47.61673589999999
2915961,785218,660,2018-02-21,2,2018,601000,2004,0,-121.8529888,47.5308176
2926777,264950,20,2018-04-18,4,2018,974250,1940,0,-122.2061559,47.6639355
2947291,260776,60,2018-08-09,8,2018,685000,1995,0,-121.799068,47.4830782
2953255,928480,85,2018-09-10,9,2018,708000,1914,2e3,-122.3659,47.5525305
2920286,297680,90,2018-03-03,3,2018,600000,1955,0,-122.2504949,47.5032769
2945041,503530,115,2018-07-11,7,2018,885000,1939,0,-122.4103002,47.6535951
2952105,262308,9064,2018-08-15,8,2018,489000,1961,0,-121.757161,47.449829
2940768,222308,9053,2018-06-20,6,2018,655000,1989,0,-121.764985,47.4668463
2959193,722990,650,2018-10-23,10,2018,470000,1978,0,-122.1023497,47.4807601
2941772,941220,310,2018-07-10,7,2018,500000,1967,0,-122.043737,47.52272
2942983,334740,355,2018-07-09,7,2018,315000,1946,0,-122.2801309,47.4945552
2923505,785211,650,2018-04-05,4,2018,960000,2e3,0,-121.8745892,47.5389573
2932956,324310,50,2018-05-25,5,2018,425000,1960,0,-122.1256984,47.4852707
2930045,403970,130,2018-05-09,5,2018,860000,1968,0,-122.1081419,47.6148065
2928860,402290,2002,2018-05-03,5,2018,1045000,1960,2017,-122.2883052,47.7719074
2945959,413701,640,2018-07-23,7,2018,410000,1999,0,-122.2156901,47.2682073
2947298,123100,610,2018-08-09,8,2018,975000,1911,0,-122.2676374,47.5553464
2938117,205010,60,2018-06-04,6,2018,1333000,1997,0,-122.0896433,47.6545563
2934815,247310,290,2018-06-07,6,2018,399950,1967,0,-122.1598928,47.4475393
2952532,82505,9191,2018-08-22,8,2018,1140000,1948,2013,-122.1961606,47.6751989
2954484,889870,980,2018-09-18,9,2018,512000,1984,0,-122.203848,47.4565673
2932644,195150,35,2018-05-10,5,2018,360000,1959,0,-122.2942752,47.3749083
2953425,163070,60,2018-09-06,9,2018,1384010,1974,0,-122.0911098,47.7527864
2935089,107945,40,2018-06-01,6,2018,590000,1987,0,-122.1431555,47.4735405
2961322,338811,230,2018-10-26,10,2018,311000,1900,0,-122.3184839,47.4962566
2950464,768960,675,2018-08-28,8,2018,280000,1943,0,-122.2439844,47.4891758
2963948,570650,560,2018-11-20,11,2018,370000,1947,0,-121.9945314,47.21035939999999
2928533,864430,150,2018-05-03,5,2018,780000,1976,0,-122.1052412,47.6368549
2939960,335240,740,2018-06-26,6,2018,350000,1942,0,-122.2631707,47.502337
2962591,255815,220,2018-11-05,11,2018,570000,1969,0,-122.2629279,47.7746463
2924950,883521,130,2018-04-11,4,2018,515000,1982,0,-122.1620578,47.7248698
2966091,177570,12,2018-11-30,11,2018,740000,1955,0,-122.0763272,47.7428727
2961804,537980,5060,2018-11-08,11,2018,385000,1965,1993,-122.2776078,47.44878800000001
2949496,794300,170,2018-08-13,8,2018,298000,1984,0,-122.3315562,47.3193404
2953946,926870,190,2018-09-21,9,2018,279950,1985,0,-122.330209,47.307526
2972212,179570,110,2018-11-30,11,2018,464000,1969,0,-122.2993395,47.5398152
2929886,953310,85,2018-05-07,5,2018,1550000,1953,0,-122.2054289,47.6294124
2954288,252603,9147,2018-09-25,9,2018,940000,1961,0,-122.367302,47.7163338
2961914,637040,140,2018-11-07,11,2018,450000,1971,0,-122.2554017,47.4908911
2935872,137080,255,2018-06-08,6,2018,1725220,1935,0,-122.406387,47.63811
2941991,379700,1190,2018-07-03,7,2018,755000,1926,0,-122.3469992,47.6849463
2959653,722850,1315,2018-10-10,10,2018,941600,1904,2004,-122.3046084,47.6120242
2945111,720690,25,2018-07-23,7,2018,405000,1959,0,-122.1399276,47.5025713
2967498,62960,50,2018-12-05,12,2018,651000,1977,0,-122.0020266,47.5839267
2955423,338790,240,2018-10-01,10,2018,408000,1960,0,-122.1963704,47.3964819
2966559,514100,160,2018-12-12,12,2018,646000,1910,0,-122.3163995,47.5585544
2960548,923890,900,2018-10-22,10,2018,879000,1988,0,-122.3885466,47.5327146
2941826,198020,180,2018-07-10,7,2018,505000,1936,0,-122.3573473,47.7334673
2959208,232970,50,2018-10-24,10,2018,353000,1966,0,-122.3318589,47.32873780000001
2966380,643100,135,2018-11-30,11,2018,650000,1947,0,-122.3488922,47.6889025
2956236,234620,10,2018-10-04,10,2018,1125000,2014,0,-122.1823366,47.5459768
2942515,162206,9090,2018-07-16,7,2018,502500,1955,0,-122.0544092,47.3933074
2931190,865050,35,2018-05-14,5,2018,1250000,1958,0,-122.2201232,47.5474168
2948186,108120,200,2018-07-27,7,2018,610000,1968,0,-122.1188397,47.4706602
2964036,302309,9070,2018-11-15,11,2018,605000,1998,0,-121.7086334,47.4532234
2929967,102980,90,2018-05-08,5,2018,700000,1984,0,-122.1906691,47.7537224
2960351,556100,180,2018-10-29,10,2018,859000,1963,0,-121.9918622,47.46365979999999
2958057,385010,50,2018-10-05,10,2018,1250000,2003,0,-122.1836572,47.6692749
2954626,400600,162,2018-09-26,9,2018,565000,1980,0,-122.278266,47.5249549
2947283,132308,9181,2018-08-10,8,2018,885000,2e3,0,-121.7323652,47.4751154
2955993,156610,70,2018-09-26,9,2018,1100000,2006,0,-122.3000609,47.7004604
2937944,374460,106,2018-06-19,6,2018,555000,1977,0,-122.3447216,47.49514440000001
2966372,790539,80,2018-11-21,11,2018,670000,1972,0,-122.2132672,47.7223274
2951180,156220,380,2018-08-29,8,2018,858000,1965,0,-122.1416508,47.6232491
2924733,335340,647,2018-04-14,4,2018,199000,1945,0,-122.2504966,47.2660212
2923989,220650,560,2018-04-06,4,2018,917000,1955,0,-122.1544897,47.5757168
2955812,42007,9028,2018-09-24,9,2018,600000,1948,1980,-121.9300811,47.2501822
2926845,807680,105,2018-04-20,4,2018,468000,1958,0,-122.292876,47.451576
2960554,638890,540,2018-10-30,10,2018,788500,1988,0,-122.1701666,47.5266465
2933768,510890,200,2018-05-30,5,2018,550000,2004,0,-122.0251899,47.3552191
2926487,170490,300,2018-04-12,4,2018,772000,1909,0,-122.2776188,47.5544835
2944976,383550,85,2018-07-24,7,2018,1848411,1948,0,-122.2186061,47.6195412
2934732,525573,100,2018-05-30,5,2018,655000,1974,0,-122.2007769,47.7746206
2961444,261730,500,2018-11-02,11,2018,740000,1972,2018,-122.0255293,47.45211159999999
2965390,982920,935,2018-11-26,11,2018,1115000,1900,0,-122.2880419,47.6022347
2960150,911700,140,2018-10-26,10,2018,405000,1962,0,-122.1907643,47.4365421
2952871,118000,600,2018-09-10,9,2018,425000,1925,0,-122.2257778,47.5014785
2933513,983420,1485,2018-05-21,5,2018,750000,1918,0,-122.2885499,47.5701473
2966044,512700,1210,2018-11-30,11,2018,360000,1966,0,-122.1513772,47.4736955
2910976,881840,350,2018-01-10,1,2018,1225000,1909,0,-122.32585950000001,47.663021
2913308,645030,3145,2018-01-25,1,2018,417500,1942,0,-122.3361243,47.7315722
2932336,865144,3350,2018-05-02,5,2018,365000,1976,0,-122.0885831,47.36366659999999
2936832,132405,9155,2018-06-06,6,2018,2500000,2002,0,-122.119848,47.567405
2942919,403860,90,2018-07-16,7,2018,770000,1961,0,-122.1204534,47.6108949
2956239,182800,1110,2018-09-26,9,2018,821950,1967,0,-122.1301319,47.6565377
2963459,247350,230,2018-11-20,11,2018,531250,1977,0,-122.133534,47.446565
2927516,515770,120,2018-04-24,4,2018,857500,1937,0,-122.2907164,47.6097198
2934714,357530,5830,2018-06-07,6,2018,375000,1954,0,-122.057758,47.6174336
2938076,10060,860,2018-06-15,6,2018,360000,1975,0,-122.369483,47.301089
2938953,292305,9060,2018-06-22,6,2018,550000,1951,1990,-122.1931918,47.4518089
2929368,342404,9002,2018-05-03,5,2018,565000,1977,0,-122.2733118,47.53130609999999
2954838,865141,300,2018-09-24,9,2018,285000,1969,0,-122.0822293,47.3649711
2927044,317610,45,2018-04-23,4,2018,1060000,1950,0,-122.2730264,47.6742965
2926713,545360,310,2018-04-18,4,2018,1695000,1965,0,-122.23707280000001,47.536067
2944365,382035,140,2018-07-23,7,2018,460000,2e3,0,-121.9857017,47.734433
2964388,373590,1170,2018-11-26,11,2018,745000,1929,0,-122.3181928,47.688014
2963183,679020,50,2018-11-14,11,2018,790000,1987,0,-122.049952,47.58278929999999
2939256,193910,200,2018-06-14,6,2018,805000,1987,0,-122.0316308,47.6246365
2967173,243670,1235,2018-12-14,12,2018,970000,1931,0,-122.2887729,47.6682309
2940989,807842,30,2018-07-05,7,2018,820000,1987,0,-122.0278093,47.6357413
2935840,940660,10,2018-06-08,6,2018,497000,1988,0,-122.0484565,47.3725792
2935374,112604,9042,2018-06-08,6,2018,965000,1954,1989,-122.259515,47.760848
2966729,389610,50,2018-12-11,12,2018,2160000,2003,0,-122.2147429,47.6950791
2928319,88600,165,2018-04-25,4,2018,475000,1965,0,-122.2948951,47.5351512
2952000,22206,9102,2018-09-05,9,2018,494000,1973,0,-121.999032,47.427485
2969379,276371,40,2018-12-28,12,2018,714000,1970,0,-122.27566,47.7681558
2932490,667900,1360,2018-05-23,5,2018,462500,2002,0,-122.0243497,47.3837954
2917950,192604,9315,2018-02-27,2,2018,635000,1958,0,-122.3344263,47.7246832
2963245,895020,50,2018-11-15,11,2018,668250,1974,0,-122.1111555,47.6793722
2967925,510451,1160,2018-12-13,12,2018,453000,2002,0,-122.0111989,47.3551587
2938002,983580,750,2018-06-20,6,2018,389880,1968,0,-122.2905305,47.3738723
2937852,785330,1980,2018-06-18,6,2018,670000,2007,0,-121.8864498,47.5414624
2935053,616390,91,2018-06-05,6,2018,615000,1947,0,-122.3204804,47.7626846
2953540,422190,55,2018-08-30,8,2018,1150000,1943,0,-122.2786906,47.666303
2940948,750401,160,2018-07-06,7,2018,1000000,1976,0,-122.0615226,47.64019560000001
2946391,387600,220,2018-08-06,8,2018,590000,1966,0,-122.1883287,47.7235433
2924064,342304,9135,2018-04-06,4,2018,423000,1966,0,-122.2877116,47.4319166
2927761,177420,140,2018-04-27,4,2018,785000,1975,0,-122.0948757,47.7647695
2965734,221290,940,2018-12-05,12,2018,353500,1969,0,-122.1359151,47.3283262
2914155,918820,540,2018-02-07,2,2018,524500,2001,0,-122.2755398,47.5179122
2943783,332605,9115,2018-07-24,7,2018,1190000,2004,0,-122.1652805,47.6937004
2933343,444380,1780,2018-05-22,5,2018,325000,1919,0,-122.3884096,47.6879554
2957417,359250,995,2018-10-11,10,2018,2100000,1922,0,-122.3047022,47.6345143
2936153,511280,330,2018-06-01,6,2018,425000,1967,2004,-122.0872993,47.45034640000001
2965725,771580,410,2018-11-28,11,2018,597000,1984,0,-122.0598904,47.62728200000001
2952408,182604,9381,2018-07-24,7,2018,589950,1961,0,-122.3553634,47.7440084
2925032,954720,5275,2018-04-12,4,2018,1075000,1926,0,-122.3113072,47.6813575
2949846,82405,9041,2018-08-24,8,2018,1503000,1955,0,-122.2021998,47.5869029
2918136,294600,1850,2018-03-02,3,2018,125000,1951,0,-122.3243811,47.4195971
2963501,891100,291,2018-11-07,11,2018,525000,1935,0,-122.3540248,47.7075892
2927426,124500,2870,2018-04-23,4,2018,1375000,1952,0,-122.2059093,47.6842817
2953782,61900,80,2018-09-20,9,2018,630000,1955,0,-122.3380597,47.4190368
2945921,865830,3045,2018-08-01,8,2018,420000,1980,0,-121.9151967,47.65031310000001
2969274,102504,9173,2018-12-11,12,2018,760000,1948,0,-122.2757133,47.6660498
2916481,760,93,2018-02-08,2,2018,1115000,1901,0,-122.301456,47.6021885
2966213,797420,932,2018-12-04,12,2018,825000,1949,0,-122.2886136,47.6764653
2966024,670510,310,2018-11-28,11,2018,659900,1986,0,-122.188509,47.544568
2947757,363005,160,2018-08-13,8,2018,650000,2006,0,-121.9992383,47.5474672
2929251,102506,9074,2018-05-08,5,2018,950000,1977,0,-122.0338138,47.6692071
2959052,382650,870,2018-10-23,10,2018,325000,1978,0,-122.1700098,47.38184039999999
2937923,872855,150,2018-06-04,6,2018,850000,1992,0,-122.055444,47.5233986
2953888,275220,30,2018-09-11,9,2018,463500,1931,0,-122.0426359,47.41327889999999
2944828,131110,530,2018-07-27,7,2018,321300,1962,0,-122.2880658,47.3388359
2935344,770193,430,2018-05-22,5,2018,687300,1991,0,-122.0887382,47.4462334
2961848,730040,900,2018-11-06,11,2018,420000,1998,0,-122.1723878,47.3304215
2961795,751850,4760,2018-11-06,11,2018,963000,1929,2016,-122.3829502,47.6808547
2969339,390508,940,2018-12-28,12,2018,800000,1994,0,-121.9958759,47.5695793
2957061,112105,9006,2018-09-21,9,2018,540000,2001,0,-122.13048,47.329048
2964819,259753,20,2018-11-29,11,2018,1200000,1992,0,-122.135595,47.5428488
2961426,197370,240,2018-11-01,11,2018,1100000,2006,0,-122.251832,47.71592589999999
2955464,751850,5790,2018-09-28,9,2018,1075000,1906,0,-122.3835387,47.6796825
2951597,600451,250,2018-09-05,9,2018,426500,1998,0,-122.1460417,47.3509675
2945688,860890,5,2018-07-31,7,2018,922500,1917,0,-122.3899953,47.5591617
2961983,413707,380,2018-11-05,11,2018,397000,1994,0,-122.2121527,47.261289
2961264,918370,1040,2018-11-01,11,2018,309000,1960,0,-122.2251815,47.3778988
2955337,70445,240,2018-09-25,9,2018,765000,1993,0,-122.2263365,47.7343488
2961277,242306,9173,2018-10-15,10,2018,860000,1987,0,-121.9916857,47.4672067
2934464,713797,170,2018-06-01,6,2018,419950,1997,0,-122.169749,47.325423
2911297,405880,2240,2018-01-11,1,2018,387000,1948,0,-122.2446276,47.5035409
2937817,224800,80,2018-06-19,6,2018,678000,1961,0,-122.2170668,47.7605037
2961639,720190,130,2018-11-08,11,2018,848000,1976,0,-122.1301418,47.6994576
2950038,784920,660,2018-08-15,8,2018,429756,1939,0,-121.8210111,47.524863
2963653,865170,150,2018-11-16,11,2018,669000,1975,0,-122.213981,47.726336
2935415,869133,810,2018-06-07,6,2018,1100000,1997,0,-121.9803043,47.5929033
2939690,804701,100,2018-06-26,6,2018,302000,2002,0,-122.2062662,47.3843486
2947220,276760,482,2018-08-10,8,2018,810000,2014,0,-122.381351,47.675507
2952993,545730,699,2018-08-24,8,2018,1050000,2002,0,-122.353286,47.626822
2965904,894430,540,2018-12-08,12,2018,262650,1968,0,-122.3673719,47.3036081
2955057,206800,220,2018-09-20,9,2018,2810000,1963,1987,-122.2201561,47.6424627
2962392,719933,430,2018-11-06,11,2018,750000,1977,0,-122.1304823,47.6983341
2945506,722500,230,2018-07-31,7,2018,200000,1916,0,-122.2041946,47.4876821
2944593,808780,130,2018-07-13,7,2018,700000,1963,0,-122.1330409,47.6548579
2929722,323522,110,2018-05-09,5,2018,625000,1976,0,-122.2038582,47.7760577
2925577,864750,50,2018-04-17,4,2018,740000,1942,0,-122.2909325,47.7009323
2965321,721542,450,2018-11-30,11,2018,625000,1995,0,-122.069747,47.3391206
2968580,72206,9176,2018-12-13,12,2018,405000,1966,0,-122.0944409,47.4025524
2960458,789320,2795,2018-10-17,10,2018,338888,1954,0,-122.3349341,47.4175063
2960795,309500,195,2018-10-31,10,2018,505000,1912,0,-122.3778797,47.5564
2940077,32306,9140,2018-06-28,6,2018,675000,1963,0,-122.0177221,47.502784
2937169,80900,1235,2018-06-14,6,2018,1525000,1925,0,-122.3498894,47.63427970000001
2931885,144274,390,2018-05-18,5,2018,710000,1980,0,-122.0614819,47.371917
2970274,82007,9061,2018-12-06,12,2018,699950,1983,0,-121.9341254,47.2284581
2950814,140261,90,2018-08-15,8,2018,495000,1983,0,-122.1429151,47.44207369999999
2941348,215890,285,2018-07-06,7,2018,960000,1927,0,-122.3083826,47.6371675
2960866,110900,390,2018-11-01,11,2018,705000,1920,1995,-122.2676173,47.5383005
2958041,318310,60,2018-10-16,10,2018,745000,1987,0,-121.9500758,47.6170682
2940143,154580,7990,2018-07-02,7,2018,395000,1978,0,-122.0564283,47.3582717
2967461,382220,62,2018-12-11,12,2018,500000,1951,0,-122.2966958,47.7261775
2955530,788580,710,2018-09-21,9,2018,495000,2003,0,-122.1522668,47.34976229999999
2948863,926280,172,2018-08-20,8,2018,435000,1968,0,-122.2691122,47.3116956
2932512,341060,210,2018-05-23,5,2018,677500,1989,0,-122.1261999,47.3042088
2957038,162380,410,2018-10-08,10,2018,895000,1912,0,-122.3640151,47.6819814
2940186,675110,305,2018-06-26,6,2018,570000,1955,0,-122.1337665,47.5887816
2914369,511940,65,2018-02-01,2,2018,960000,2004,0,-122.3251658,47.388103
2950576,142350,610,2018-08-29,8,2018,240000,1959,0,-122.1764901,47.4566616
2924815,737510,101,2018-04-10,4,2018,810000,1958,0,-122.1197002,47.5983508
2963057,701600,10,2018-11-15,11,2018,720000,1968,0,-122.185508,47.739774
2954316,222308,9027,2018-09-17,9,2018,699900,1961,0,-121.7599273,47.4648348
2947977,915760,75,2018-08-08,8,2018,625000,1948,0,-122.3592537,47.7223932
2927106,402290,101,2018-04-20,4,2018,749950,1976,0,-122.2848581,47.7769842
2944130,521450,410,2018-07-20,7,2018,705000,2004,0,-122.1369124,47.4896093
2961475,333600,215,2018-11-05,11,2018,556500,1919,0,-122.2680097,47.5288694
2925087,247338,240,2018-04-13,4,2018,430700,1969,0,-122.1657058,47.4586767
2937990,126320,69,2018-06-21,6,2018,327000,1921,0,-122.3490196,47.5231778
2923645,177838,410,2018-04-02,4,2018,919200,2003,0,-122.1222242,47.5412354
2954165,24300,355,2018-08-31,8,2018,500000,1953,0,-122.3542913,47.4545788
2931637,807846,620,2018-05-17,5,2018,1003000,1993,0,-122.021154,47.6325572
2931319,96800,70,2018-05-18,5,2018,400000,1962,0,-122.2209752,47.77549699999999
2951548,957813,80,2018-08-29,8,2018,1100000,2005,0,-122.0430797,47.5820707
2930578,802420,490,2018-05-01,5,2018,1250000,2003,0,-122.3164412,47.6992519
2944878,132304,9049,2018-07-24,7,2018,342500,1947,0,-122.2395626,47.48438729999999
2948198,261200,220,2018-08-14,8,2018,513000,2001,0,-122.2807047,47.4807988
2969587,712930,185,2018-12-20,12,2018,580000,1939,0,-122.2537465,47.5101266
2938551,549146,430,2018-06-13,6,2018,430000,2002,0,-122.0313549,47.3802086
2964449,172304,9584,2018-11-23,11,2018,370000,1994,0,-122.3242947,47.4794087
2923525,856495,400,2018-03-10,3,2018,754000,2005,0,-122.2243237,47.77333100000001
2935245,329470,160,2018-06-06,6,2018,590000,1961,0,-122.1995361,47.472335
2962857,813750,90,2018-11-13,11,2018,855000,1991,0,-122.0668171,47.4828622
2962857,813750,90,2018-11-13,11,2018,855000,2001,0,-122.0668171,47.4828622
2944339,754780,275,2018-07-24,7,2018,350000,1910,0,-122.357755,47.5667349
2944339,754780,275,2018-07-24,7,2018,350000,1904,0,-122.357755,47.5667349
2953632,682210,770,2018-09-06,9,2018,861000,1942,0,-122.4020067,47.6479571
