excise_tax_nbr,major,minor,sale_date,sale_month,sale_year,sale_price,year_built,year_renovated,lon,lat
2945433,362505,9094,2018-07-23,7,2018,3100000,2003,0,-122.1002769,47.6162495
2925347,720317,390,2018-04-04,4,2018,1050000,2012,0,-122.0160108,47.692267
2917961,352306,9082,2018-03-02,3,2018,550000,1980,0,-122.0017041,47.43216899999999
2927870,925390,52,2018-04-26,4,2018,1525000,1989,0,-122.1124753,47.6009936
2957229,952110,155,2018-10-12,10,2018,1200000,1909,0,-122.3524728,47.663804
2960807,890100,779,2018-10-26,10,2018,689000,1950,0,-122.3083676,47.7080974
2951280,731290,60,2018-08-29,8,2018,440000,1947,0,-122.3752134,47.5533598
2937166,946591,350,2018-06-12,6,2018,910000,1990,0,-122.1732026,47.7444848
2960279,172206,9144,2018-10-25,10,2018,950000,2003,0,-122.0701776,47.38913059999999
2963990,111200,171,2018-11-15,11,2018,660000,1913,0,-122.2674857,47.5401793
2934826,722910,200,2018-06-05,6,2018,425000,1965,0,-122.1683278,47.4501394
2968501,312404,9174,2018-12-24,12,2018,382000,1954,0,-122.339224,47.5195539
2948083,262006,9074,2018-08-14,8,2018,300000,1940,0,-121.997175,47.1975754
2931447,397170,1495,2018-05-10,5,2018,750000,1950,1982,-122.3156843,47.770034
2932350,287210,1986,2018-05-17,5,2018,1399880,2003,0,-122.397422,47.6800157
2910189,951090,480,2018-01-05,1,2018,362000,1969,0,-122.3738256,47.3088267
2926756,362995,150,2018-04-19,4,2018,750000,2003,0,-122.0041634,47.5478202
2951655,501600,2745,2018-08-31,8,2018,1370000,1908,2018,-122.3014331,47.6234719
2924180,259184,350,2018-04-02,4,2018,620000,1988,0,-122.165359,47.4677337
2962521,374950,100,2018-11-06,11,2018,448500,1965,0,-122.2004989,47.4164004
2950598,792271,870,2018-08-28,8,2018,700000,1981,0,-122.1387384,47.6639451
2932269,232305,9070,2018-05-14,5,2018,389950,1948,0,-122.1420219,47.46661539999999
2920206,335640,2085,2018-03-19,3,2018,250000,1991,0,-122.2522007,47.2897557
2951255,182604,9497,2018-09-04,9,2018,715000,1999,0,-122.3349329,47.746198
2947988,880590,45,2018-08-14,8,2018,829000,1928,0,-122.3026381,47.6439112
2962050,52405,9052,2018-11-13,11,2018,1392000,1925,1997,-122.1960237,47.5906992
2927634,192405,9239,2018-04-25,4,2018,1350000,1966,0,-122.223951,47.557596
2967409,638800,100,2018-12-20,12,2018,539950,1967,0,-122.201146,47.4277451
2958908,387680,610,2018-10-22,10,2018,588000,1969,0,-122.1702655,47.7407186
2962099,798480,160,2018-11-08,11,2018,379000,1964,0,-122.2984764,47.3304492
2952915,10457,170,2018-09-13,9,2018,407000,1992,0,-122.3579186,47.3044873
2947630,564960,441,2018-08-06,8,2018,535000,1956,0,-122.2832477,47.5535997
2923675,62900,320,2018-04-02,4,2018,2235000,1942,2012,-122.2035893,47.586745
2959884,32106,9059,2018-10-22,10,2018,750000,1957,0,-122.0315612,47.3310092
2961427,620550,150,2018-10-24,10,2018,1460000,1950,0,-122.1766812,47.5880836
2966115,858740,36,2018-12-05,12,2018,2800000,2015,0,-122.3994465,47.5604113
2926221,981560,130,2018-04-12,4,2018,710000,1995,0,-122.3008737,47.601088
2953570,411380,190,2018-09-10,9,2018,835000,1996,0,-122.1801699,47.534741
2950988,952700,300,2018-08-29,8,2018,586850,1977,0,-122.2308088,47.7100515
2961714,163070,135,2018-11-07,11,2018,1201000,1938,1984,-122.0916693,47.7553761
2948181,422230,140,2018-08-14,8,2018,435000,1988,0,-122.3044682,47.3503164
2959286,42107,9046,2018-10-16,10,2018,513000,2004,0,-121.9189915,47.337193
2929678,408330,1675,2018-05-04,5,2018,1680000,1926,2014,-122.3358895,47.6572466
2925565,100500,43,2018-04-16,4,2018,710000,1971,2017,-122.2764616,47.5356567
2959740,886400,720,2018-10-23,10,2018,415000,1944,0,-122.2868827,47.4806047
2969340,701070,30,2018-12-27,12,2018,615000,1947,0,-122.3931029,47.6584716
2964175,796760,235,2018-11-01,11,2018,350000,1962,0,-122.2789487,47.3534138
2951745,112206,9176,2018-09-01,9,2018,850000,1909,0,-122.009319,47.40203
2929732,241330,340,2018-05-11,5,2018,435000,1979,0,-122.3269346,47.3273534
2925099,229670,480,2018-04-12,4,2018,823500,1969,0,-122.2186703,47.7217902
2959059,260772,380,2018-10-09,10,2018,640000,1994,0,-121.8029169,47.48622899999999
2928103,714060,155,2018-04-25,4,2018,305000,1957,0,-122.2156917,47.2907295
2962652,556100,220,2018-11-09,11,2018,680000,1963,0,-121.9902202,47.4624674
2934694,800160,230,2018-06-04,6,2018,446000,1989,0,-122.2723204,47.3188116
2956019,638620,80,2018-09-28,9,2018,495000,1987,0,-122.166051,47.723352
2955039,300180,45,2018-09-25,9,2018,563000,1986,0,-122.3582235,47.454533
2960114,942440,205,2018-10-22,10,2018,1000000,1952,0,-122.394404,47.5652996
2953585,514930,100,2018-09-14,9,2018,449950,1976,0,-122.3548874,47.3261113
2947127,327860,2100,2018-08-09,8,2018,582257,2006,0,-122.3740789,47.547697600000014
2951643,102100,105,2018-08-28,8,2018,1485000,1954,2014,-122.4072601,47.5691567
2936040,757920,685,2018-06-13,6,2018,711000,1922,0,-122.3832329,47.5582174
2961157,889921,70,2018-10-25,10,2018,456500,1979,0,-122.2115541,47.4539786
2929411,31890,30,2018-05-08,5,2018,750000,1995,0,-121.90176,47.56276339999999
2966332,277060,2380,2018-12-11,12,2018,869000,1926,0,-122.3830539,47.646741
2963091,20080,60,2018-11-14,11,2018,692000,1984,0,-122.1066011,47.7236562
2925112,106150,690,2018-04-13,4,2018,385000,1963,0,-122.1652509,47.5009145
2928906,602150,3060,2018-05-08,5,2018,930000,1941,0,-122.3866929,47.6865351
2964831,38700,165,2018-11-28,11,2018,440000,1954,0,-122.3758552,47.5004739
2918775,132173,270,2018-03-09,3,2018,417000,1992,0,-122.3475768,47.2897737
2936394,751000,5,2018-06-07,6,2018,345000,1953,0,-122.2903417,47.4069564
2948346,343850,711,2018-08-13,8,2018,555000,1943,0,-122.3568482,47.5511112
2961643,32006,9031,2018-11-02,11,2018,470000,1954,0,-122.017078,47.24851899999999
2948647,212604,9007,2018-08-14,8,2018,655000,1952,0,-122.3048646,47.7231835
2933049,332701,90,2018-05-25,5,2018,411000,1977,0,-122.1918959,47.3111646
2928442,62981,950,2018-05-01,5,2018,1433500,1998,0,-122.0104813,47.607064
2943001,721134,30,2018-07-17,7,2018,421450,1979,0,-121.9119048,47.6452683
2961534,278127,440,2018-11-08,11,2018,354990,2005,0,-122.020733,47.348969
2927413,172206,9045,2018-04-19,4,2018,640000,1966,0,-122.0612319,47.3884344
2959112,212304,9566,2018-10-22,10,2018,410000,1993,0,-122.3009612,47.47220249999999
2939508,143280,260,2018-06-14,6,2018,305000,1961,0,-122.170808,47.4588686
2963738,753380,210,2018-11-11,11,2018,1950000,1957,1993,-122.2738421,47.6882221
2935587,762570,1575,2018-06-05,6,2018,550000,1925,0,-122.3887875,47.5504736
2967283,553560,560,2018-12-12,12,2018,610000,2001,0,-121.9728304,47.7359502
2925705,932480,425,2018-04-13,4,2018,1270000,1946,0,-122.2880806,47.73361389999999
2966422,109960,650,2018-12-11,12,2018,300000,1970,0,-122.3787589,47.3021385
2925733,322606,9005,2018-04-13,4,2018,1875000,1996,0,-122.060781,47.696957
2925733,322606,9005,2018-04-13,4,2018,1875000,2004,0,-122.060781,47.696957
2944989,291170,25,2018-07-26,7,2018,1575000,2001,0,-122.1801275,47.5737975
2930285,524980,4750,2018-05-01,5,2018,975000,1926,0,-122.2659953,47.5597098
2919745,383450,210,2018-03-15,3,2018,350000,1941,0,-122.2996536,47.7227285
2957033,752420,60,2018-10-08,10,2018,399950,1967,0,-122.3160105,47.3661432
2967204,375890,224,2018-11-27,11,2018,1600000,2003,0,-122.205828,47.6975534
2926323,172506,9060,2018-04-11,4,2018,805000,1913,0,-122.0679373,47.6538021
2940231,564050,30,2018-06-28,6,2018,616500,2003,0,-122.1990424,47.47620089999999
2937925,607210,270,2018-06-20,6,2018,898000,1973,0,-122.1725152,47.542122
2942627,881840,295,2018-07-13,7,2018,1500000,1909,0,-122.3258306,47.6618303
2933653,358290,55,2018-05-14,5,2018,890000,1968,0,-122.2596495,47.7438774
2927643,335950,515,2018-04-23,4,2018,950000,1906,0,-122.3236844,47.6749778
2956976,333600,570,2018-10-10,10,2018,380000,1943,0,-122.2666445,47.5285246
2935547,794110,180,2018-06-08,6,2018,565000,1984,0,-122.2038965,47.71627609999999
2923912,882390,825,2018-04-04,4,2018,1000000,1930,0,-122.3115357,47.6674037
2958010,727810,360,2018-10-17,10,2018,2055000,1953,0,-122.3927157,47.770875
2933187,145410,406,2018-05-15,5,2018,619600,1944,0,-122.2883014,47.7232017
2964000,222530,418,2018-11-16,11,2018,650000,1984,0,-122.3272194,47.7636538
2926874,638150,1910,2018-04-14,4,2018,930000,1996,0,-122.3033051,47.7275733
2955367,220150,485,2018-09-25,9,2018,684000,1954,0,-122.1394914,47.5720795
2954471,132105,9060,2018-09-25,9,2018,479950,1965,0,-122.1070053,47.3143495
2924020,152204,9034,2018-04-03,4,2018,625000,1947,0,-122.2898983,47.3978895
2924435,234680,445,2018-04-09,4,2018,1550000,1994,0,-122.3934382,47.5149218
2965527,255863,220,2018-12-05,12,2018,650000,1973,0,-122.1672074,47.72390069999999
2966986,614560,1725,2018-12-13,12,2018,620000,1972,0,-122.346343,47.702607
2958413,816100,150,2018-10-16,10,2018,672000,1992,0,-121.901699,47.646937
2955839,637150,115,2018-09-20,9,2018,760000,1928,0,-122.411052,47.5751029
2924827,955805,130,2018-04-12,4,2018,695000,2004,0,-122.1162096,47.458355
2929512,798640,320,2018-04-27,4,2018,826000,1958,0,-122.3590145,47.6647404
2934799,291662,390,2018-06-04,6,2018,417000,1981,0,-122.0782053,47.3650372
2922632,679115,220,2018-03-30,3,2018,996500,1981,0,-122.0203859,47.5796629
2963786,639200,1770,2018-11-24,11,2018,1325000,1968,0,-122.2856111,47.6850342
2936438,327573,190,2018-06-11,6,2018,745000,1973,0,-122.2349981,47.7172242
2942576,546860,90,2018-07-13,7,2018,385000,2003,0,-122.1381202,47.3491094
2920154,701070,810,2018-03-14,3,2018,1326000,1901,0,-122.3964028,47.6607839
2953346,343850,1742,2018-09-19,9,2018,685000,1978,0,-122.3577522,47.54522780000001
2962134,142391,380,2018-11-13,11,2018,428000,1967,0,-122.1706769,47.4543908
2942301,208570,160,2018-07-13,7,2018,530000,2001,0,-122.2607269,47.318081
2966369,679220,401,2018-12-10,12,2018,332000,1985,0,-122.1644095,47.3518496
2967668,432120,530,2018-12-12,12,2018,727500,1980,0,-122.3768068,47.5721485
2957804,436520,485,2018-10-10,10,2018,515000,1926,0,-122.3709858,47.5235151
2945176,42104,9181,2018-07-09,7,2018,289000,1964,0,-122.2990988,47.3430665
2922903,445730,98,2018-03-29,3,2018,1500000,1993,0,-122.2178347,47.5701359
2943272,229740,220,2018-07-18,7,2018,575000,1975,0,-122.2243363,47.7171834
2960538,167040,36,2018-10-09,10,2018,390000,1948,0,-122.2700187,47.4772034
2925085,142407,9095,2018-04-10,4,2018,899000,1992,0,-121.8696164,47.5660704
2968219,92406,9190,2018-12-06,12,2018,735000,1979,0,-122.0521467,47.588169
2952839,177580,460,2018-09-11,9,2018,648375,1975,0,-122.0954722,47.74255429999999
2944942,255770,60,2018-07-27,7,2018,410000,1979,0,-122.3101779,47.3991739
2927201,100360,60,2018-04-25,4,2018,400000,1955,0,-122.2854412,47.4385596
2919069,433060,90,2018-03-10,3,2018,477000,1950,0,-122.3350428,47.4774263
2930808,616390,403,2018-05-14,5,2018,685000,1951,0,-122.3164199,47.7598414
2910087,510453,400,2018-01-02,1,2018,531000,2006,0,-121.9996255,47.3535788
2924509,232980,600,2018-04-02,4,2018,430000,1988,0,-122.1149046,47.3773457
2927588,82205,9222,2018-04-12,4,2018,405000,1968,0,-122.1873108,47.4118461
2915340,563150,32,2018-02-13,2,2018,425000,1956,0,-122.2293322,47.7389409
2937658,276760,1007,2018-06-21,6,2018,815000,2005,0,-122.377482,47.674846
2936403,722140,140,2018-06-14,6,2018,450000,1912,0,-122.2007041,47.4768741
2930874,883577,260,2018-05-10,5,2018,2195000,2006,0,-121.7830759,47.46011619999999
2934107,64691,350,2018-05-29,5,2018,350000,2005,0,-122.194966,47.432934
2921604,335240,1100,2018-03-07,3,2018,312400,1954,0,-122.2643358,47.501146
2955588,9803,130,2018-09-25,9,2018,1056000,2007,0,-121.9728589,47.58193199999999
2963601,892010,53,2018-11-20,11,2018,1240000,1976,0,-122.0844857,47.5911924
2927881,885600,4540,2018-04-24,4,2018,337500,1978,0,-122.2515976,47.27442970000001
2930185,124670,171,2018-05-02,5,2018,1079975,1952,0,-122.1644995,47.6905615
2962847,433500,155,2018-11-13,11,2018,520000,1951,0,-122.3609344,47.4539335
2963890,781280,1905,2018-11-21,11,2018,385000,1953,0,-122.2475187,47.4923016
2959320,521620,105,2018-10-22,10,2018,970000,1928,1983,-122.4260703,47.4013806
2943867,537980,5575,2018-07-18,7,2018,580000,1958,2012,-122.2722504,47.44880990000001
2945736,563150,187,2018-07-13,7,2018,550000,1968,0,-122.2311791,47.7336011
2952874,119300,670,2018-09-10,9,2018,1030000,1935,0,-122.3926369,47.6440541
2966064,277110,4710,2018-12-10,12,2018,935000,1949,0,-122.3722835,47.6416103
2940761,86970,340,2018-07-03,7,2018,498000,1999,0,-122.1544873,47.49131190000001
2954073,508970,170,2018-09-21,9,2018,460000,1980,0,-122.1918902,47.4388316
2920301,644600,95,2018-03-12,3,2018,825000,1960,0,-122.0315902,47.55048
2932804,390496,520,2018-05-16,5,2018,856000,1989,0,-122.015252,47.57686469999999
2946489,506840,132,2018-07-31,7,2018,649995,1976,0,-122.3202211,47.3657744
2965058,734955,70,2018-11-29,11,2018,535000,2018,0,-121.912182,47.6446224
2970027,177400,70,2018-12-19,12,2018,600000,1981,0,-122.0856004,47.7476492
2937629,660022,220,2018-06-18,6,2018,650000,1982,0,-122.0305814,47.6309033
2969468,681510,155,2018-12-19,12,2018,708000,1916,1953,-122.3290687,47.6867436
2925249,360120,65,2018-04-10,4,2018,360000,1968,0,-122.3019322,47.381699
2947011,513100,460,2018-08-09,8,2018,298000,1983,0,-122.3013601,47.2755558
2930461,312507,9062,2018-05-15,5,2018,780000,1989,0,-121.9565407,47.6041304
2945392,82205,9168,2018-07-31,7,2018,352000,1966,0,-122.2023655,47.4084442
2967975,865141,740,2018-12-13,12,2018,272500,1969,0,-122.078413,47.3676515
2915862,431070,2025,2018-02-09,2,2018,705000,1962,1999,-122.3368416,47.6993405
2926530,32105,9122,2018-04-18,4,2018,540000,1973,0,-122.157988,47.333589
2966753,62406,9079,2018-12-14,12,2018,640000,1967,0,-122.0838525,47.5923299
2928203,755080,916,2018-04-23,4,2018,647500,1911,0,-122.3958917,47.6741626
2968266,111576,70,2018-12-17,12,2018,1250000,1985,0,-122.1196489,47.7197943
2957868,815580,70,2018-10-15,10,2018,1107500,1993,0,-122.017655,47.6639541
2943357,856300,340,2018-07-13,7,2018,1020000,1966,0,-122.1046649,47.6237372
2959441,278125,400,2018-10-24,10,2018,455000,2003,0,-122.0253361,47.3497336
2925199,680700,260,2018-04-13,4,2018,268000,1927,0,-122.057655,47.367026
2910102,684070,990,2018-01-05,1,2018,440000,1965,2018,-122.2971052,47.6050642
2922725,795430,380,2018-03-29,3,2018,841000,2e3,0,-122.1920978,47.5226333
2954341,154580,3770,2018-09-04,9,2018,420000,1989,0,-122.0497548,47.3623522
2958155,178880,460,2018-10-17,10,2018,300000,1959,0,-122.3435135,47.328637
2956915,177750,50,2018-09-25,9,2018,711000,1967,0,-122.1280775,47.5706946
2962241,92105,9180,2018-11-09,11,2018,418000,1983,0,-122.1863558,47.32183149999999
2925869,122303,9199,2018-04-17,4,2018,535000,1957,0,-122.3758496,47.4993647
2946572,133780,535,2018-08-01,8,2018,1600000,1917,0,-122.3109027,47.6291792
2927545,255050,65,2018-04-24,4,2018,525000,1951,0,-122.3330049,47.7376632
2957211,720551,70,2018-10-12,10,2018,423000,1975,0,-122.3149738,47.35505450000001
2915973,444730,31,2018-02-13,2,2018,1150000,1954,0,-122.3973949,47.6901471
2970222,27810,10,2018-12-19,12,2018,332000,1953,0,-121.931374,47.5243025
2951252,414090,305,2018-08-31,8,2018,458000,1970,0,-122.2679264,47.7650492
2939987,778538,150,2018-06-20,6,2018,689500,2008,0,-122.353509,47.493087
2947064,278127,880,2018-08-07,8,2018,347500,2004,0,-122.020757,47.350114
2965366,294600,4042,2018-11-07,11,2018,350000,1999,0,-122.3190987,47.4179358
2929790,222205,9100,2018-05-08,5,2018,155000,1940,0,-122.1610627,47.3860488
2964089,269820,220,2018-11-26,11,2018,650000,1978,0,-122.1922096,47.4328498
2933805,64691,480,2018-05-25,5,2018,360000,2005,0,-122.194872,47.433606
2946424,502940,30,2018-08-06,8,2018,315000,1950,2018,-122.3680379,47.5063548
2952255,184200,165,2018-09-11,9,2018,645000,1954,0,-122.3686578,47.4996593
2910027,701520,990,2018-01-04,1,2018,1260488,1929,0,-122.3683043,47.6473318
2956722,425950,100,2018-10-03,10,2018,1200000,1960,0,-122.1703508,47.6125549
2958929,292304,9002,2018-10-22,10,2018,855000,1923,1950,-122.3317271,47.4552516
2958929,292304,9002,2018-10-22,10,2018,855000,1938,1950,-122.3317271,47.4552516
2926032,785200,260,2018-04-10,4,2018,735000,1998,0,-121.8706972,47.5351347
2936559,222505,9211,2018-06-07,6,2018,2850000,2002,0,-122.1530955,47.63711840000001
2954510,889320,20,2018-09-21,9,2018,345000,1995,0,-122.2113751,47.29068239999999
2951571,358650,815,2018-08-30,8,2018,657000,1956,0,-122.3734039,47.7516282
2927633,259769,540,2018-04-26,4,2018,510000,1986,0,-122.1636,47.4262223
2964977,332000,218,2018-11-30,11,2018,637950,2007,0,-122.311759,47.5996996
2934821,265110,30,2018-06-05,6,2018,560000,1969,0,-122.2209313,47.7232244
2969816,151380,30,2018-12-31,12,2018,570000,1950,0,-122.2995107,47.6896174
2945448,99300,1376,2018-07-23,7,2018,800000,2012,0,-122.3407325,47.6921854
2964489,885600,540,2018-11-30,11,2018,280875,1911,2006,-122.2522009,47.2779803
2955075,113801,460,2018-09-24,9,2018,650000,1971,0,-122.214446,47.7156993
2935874,701520,105,2018-06-06,6,2018,1150000,1960,0,-122.3712005,47.64962269999999
2926627,30600,439,2018-04-20,4,2018,700000,1943,2018,-122.3486183,47.6998214
2963238,752741,170,2018-11-14,11,2018,895000,1977,0,-122.0760851,47.590713
2922261,556120,710,2018-03-22,3,2018,1130000,2015,0,-121.99598,47.46190989999999
2946277,332406,9559,2018-07-30,7,2018,1220000,1996,0,-122.0574538,47.5300019
2959147,756870,125,2018-10-17,10,2018,490000,1939,0,-122.3220505,47.74067369999999
2932073,722780,630,2018-05-09,5,2018,370000,1943,0,-122.1800878,47.4913589
2963582,357530,3330,2018-11-13,11,2018,630000,2004,0,-122.0620137,47.6229869
2939288,142220,155,2018-06-12,6,2018,1230000,1920,0,-122.2853565,47.6069555
2963560,940652,60,2018-11-16,11,2018,410000,1996,0,-122.0326196,47.3635298
2960168,537980,4206,2018-10-31,10,2018,240000,1947,0,-122.2707969,47.45255179999999
2927297,809840,285,2018-04-10,4,2018,667000,1957,0,-122.3837274,47.5076457
2944183,403910,150,2018-07-25,7,2018,895000,1963,0,-122.1112384,47.6194604
2937364,870012,130,2018-06-08,6,2018,420000,1990,0,-122.1930366,47.3595103
2960474,178890,460,2018-10-24,10,2018,278000,1960,0,-122.3408388,47.32657529999999
2949294,404550,305,2018-08-17,8,2018,1000000,1997,0,-121.8671261,47.699144
2949180,147170,60,2018-08-16,8,2018,350000,1976,0,-122.0660731,47.4670709
2945559,82006,9019,2018-07-30,7,2018,470000,1920,0,-122.064984,47.230087
2948487,885760,1000,2018-08-13,8,2018,307000,1960,0,-122.2889525,47.3845938
2952560,20310,1065,2018-08-31,8,2018,600000,1977,0,-121.9604755,47.6441215
2964929,785200,380,2018-11-29,11,2018,685000,1998,0,-121.8711828,47.5368164
2962818,951099,50,2018-11-07,11,2018,411500,2003,0,-122.1682094,47.5049089
2967727,608240,40,2018-12-19,12,2018,620000,1919,2013,-122.2989056,47.484376
2963603,401080,165,2018-11-19,11,2018,595000,1967,0,-122.1019559,47.4357141
2939193,812410,104,2018-06-25,6,2018,1326100,1993,0,-122.2832234,47.73215339999999
2913014,164350,65,2018-01-19,1,2018,655000,1955,0,-122.3425871,47.7649099
2927786,813210,70,2018-04-24,4,2018,745000,1995,0,-122.1941417,47.5144148
2944486,980870,847,2018-07-27,7,2018,1700000,1958,0,-122.2152201,47.65246
2952648,611240,10,2018-09-10,9,2018,427500,1952,0,-122.342412,47.43925
2923090,675130,45,2018-03-28,3,2018,769000,1957,0,-122.13711,47.5873939
2925055,259771,250,2018-04-02,4,2018,485000,1989,0,-122.1622152,47.42780639999999
2962412,754830,430,2018-11-15,11,2018,760000,1918,0,-122.3108107,47.5875615
2921612,419390,20,2018-03-22,3,2018,490000,1968,0,-122.3435376,47.4973434
2960825,112106,9041,2018-11-02,11,2018,485000,1945,0,-122.0068216,47.3215588
2950753,357030,130,2018-08-15,8,2018,862000,2010,0,-122.1572718,47.6779819
2968637,873198,710,2018-12-26,12,2018,540000,1976,0,-122.377902,47.3206303
2959451,135730,90,2018-10-23,10,2018,615000,1977,0,-122.2353757,47.7338815
2951872,131300,110,2018-09-05,9,2018,1000000,1966,0,-122.1038847,47.6364233
2945713,22206,9056,2018-07-31,7,2018,979500,2006,0,-122.0138022,47.4254332
2956508,82606,9116,2018-10-02,10,2018,695000,1969,0,-122.0707759,47.752776
2967462,645030,4465,2018-12-17,12,2018,575000,1958,0,-122.3426235,47.73153869999999
2913956,422690,105,2018-02-05,2,2018,1086000,1906,0,-122.3153799,47.6033355
2944167,691470,19,2018-07-18,7,2018,805000,1938,0,-122.3198672,47.70017670000001
2951612,58780,20,2018-08-31,8,2018,423000,1994,0,-122.3028631,47.3828971
2943099,34940,20,2018-07-18,7,2018,297000,1980,0,-121.9976622,47.1983132
2943287,813750,500,2018-07-14,7,2018,700000,1990,0,-122.0620097,47.4776071
2949138,327860,800,2018-08-20,8,2018,585000,2007,0,-122.3719632,47.5489003
2932776,186490,120,2018-05-23,5,2018,450000,1977,0,-122.1615876,47.4146908
2933640,314160,520,2018-05-28,5,2018,154000,1913,0,-122.2273206,47.297821
2947583,79500,2455,2018-08-03,8,2018,510000,1941,0,-122.3301995,47.5101686
2947347,144635,70,2018-07-31,7,2018,373000,2006,0,-122.308148,47.387906
2931063,178670,40,2018-05-14,5,2018,613500,1997,0,-122.1550329,47.3745729
2944967,156087,490,2018-07-20,7,2018,498000,1998,0,-122.157238,47.491093
2934479,614560,1545,2018-06-01,6,2018,545500,1925,0,-122.3471592,47.7034217
2933821,338090,135,2018-05-30,5,2018,585000,1954,0,-122.3594793,47.76800249999999
2917171,12850,290,2018-02-20,2,2018,340000,2002,0,-122.246972,47.2816224
2960612,431270,220,2018-10-30,10,2018,304000,1970,0,-122.1069878,47.3032832
2951599,511330,160,2018-09-06,9,2018,426500,1992,0,-122.0339742,47.4055943
2948969,638655,270,2018-08-17,8,2018,399000,1989,0,-122.203431,47.411092
2961471,404010,40,2018-11-06,11,2018,920000,1962,0,-122.1480964,47.6127232
2952034,797470,94,2018-09-08,9,2018,1260000,1981,0,-122.2841888,47.6734435
2962635,722750,2490,2018-11-13,11,2018,269000,1942,0,-122.1863002,47.4924834
2931419,54910,30,2018-05-17,5,2018,1400000,1944,1985,-122.0416613,47.5909677
2962312,954240,75,2018-11-09,11,2018,1251000,1959,0,-122.1733906,47.5978778
2941901,395550,90,2018-06-25,6,2018,759000,1960,0,-122.1962667,47.7023288
2968218,785209,930,2018-12-18,12,2018,664600,2001,0,-121.8754165,47.5350366
2969490,147160,120,2018-12-31,12,2018,405000,1980,0,-121.7539652,47.4723279
2933715,423540,288,2018-05-31,5,2018,877000,1995,0,-122.401238,47.6599028
2927349,895650,110,2018-04-24,4,2018,535000,1993,0,-122.1998313,47.4349768
2966364,807904,250,2018-12-12,12,2018,660000,1992,0,-122.1495419,47.5055777
2946028,102204,9109,2018-08-06,8,2018,160000,1942,0,-122.2901417,47.408426
2960531,611750,1935,2018-11-02,11,2018,800000,1951,1967,-122.3502448,47.4413446
2968082,82104,9213,2018-12-27,12,2018,465000,1967,0,-122.321509,47.3289366
2962484,333200,5,2018-11-09,11,2018,712000,1948,0,-122.2701773,47.5513419
2950840,859590,10,2018-08-24,8,2018,602000,1943,0,-122.3932807,47.5600384
2945917,858440,150,2018-07-27,7,2018,760000,1949,0,-122.3572495,47.6576244
2951674,114000,190,2018-08-10,8,2018,310000,1971,0,-122.3308154,47.2819503
2964185,873213,1100,2018-11-26,11,2018,379950,1978,0,-122.3783833,47.3077484
2969367,147312,570,2018-12-15,12,2018,537250,1991,0,-122.1578369,47.4342481
2961521,52405,9298,2018-11-07,11,2018,2111000,1997,0,-122.1955221,47.5896594
2937910,168790,40,2018-06-04,6,2018,983000,1984,0,-122.1223945,47.5632034
2947122,131160,50,2018-08-08,8,2018,325000,1965,0,-122.2769055,47.34094469999999
2931597,682110,1630,2018-05-17,5,2018,914500,1973,0,-122.401302,47.6513909
2927472,342305,9153,2018-04-24,4,2018,935000,1977,0,-122.1482501,47.4318393
2929756,329861,40,2018-05-09,5,2018,462000,1979,0,-122.1613605,47.30031520000001
2930927,247335,170,2018-05-15,5,2018,590000,1968,0,-122.1502499,47.4566969
2960134,132605,9144,2018-10-26,10,2018,1635000,2e3,0,-122.117136,47.74413999999999
2927110,154250,90,2018-04-19,4,2018,1850000,1979,0,-122.1610721,47.6535974
2940700,276770,4090,2018-07-05,7,2018,747500,1949,0,-122.3719868,47.67474199999999
2966426,865144,2500,2018-12-04,12,2018,295000,1978,0,-122.0905213,47.3629334
2932025,250800,210,2018-05-18,5,2018,665000,1920,0,-122.3603396,47.6938654
2953762,24000,263,2018-08-18,8,2018,400000,1956,0,-122.2895422,47.4245067
2968915,810190,290,2018-12-31,12,2018,525000,1993,0,-122.2850764,47.515936
2939289,222006,9163,2018-06-25,6,2018,324000,1930,2002,-122.0368546,47.2068153
2942444,947670,35,2018-07-12,7,2018,590000,1943,1965,-122.1920747,47.4887102
2950360,254710,105,2018-08-21,8,2018,927000,1967,0,-122.1663317,47.6700347
2959574,982870,1930,2018-10-23,10,2018,865000,2006,0,-122.2975809,47.619508
2938490,262176,410,2018-06-19,6,2018,500000,1997,0,-122.1060319,47.3710583
2923692,30300,340,2018-04-03,4,2018,375000,1986,0,-122.2647302,47.3277951
2960567,721140,375,2018-10-31,10,2018,385000,1947,0,-122.3587224,47.51218249999999
2945567,375160,6652,2018-07-05,7,2018,200000,1960,0,-122.260008,47.2763746
2966019,794110,40,2018-12-03,12,2018,420000,1984,0,-122.206572,47.7159825
2952417,98400,710,2018-09-07,9,2018,375000,1967,0,-122.1712555,47.4312372
2944321,72104,9224,2018-07-23,7,2018,376000,1961,0,-122.3520262,47.3240342
2938059,111900,90,2018-05-30,5,2018,720000,1974,0,-122.2165704,47.7179049
2958042,750100,200,2018-10-10,10,2018,1565000,1992,0,-122.1809487,47.6534286
2930710,865151,1420,2018-05-07,5,2018,923000,1984,0,-122.0595465,47.64810170000001
2912322,252090,370,2018-01-23,1,2018,300000,1963,0,-122.2560429,47.5080608
2951669,108900,20,2018-08-28,8,2018,1100000,1976,0,-122.1666052,47.63417260000001
2951441,795500,100,2018-08-29,8,2018,650000,1969,0,-122.198566,47.73066499999999
2954126,262202,9052,2018-09-18,9,2018,528000,1948,1985,-122.5162544,47.37397989999999
